x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.10109654068946838,-0.07945553213357925,-0.04688355326652527,-0.19336946308612823,-0.2660839557647705,-0.07920318096876144,-0.15979014337062836,-0.41171613335609436,-0.11406806856393814,-0.054073773324489594,-0.417267382144928,-0.14660464227199554,-0.0938306525349617,-0.5043807029724121,-0.064353808760643,-0.11736289411783218,-0.7266157865524292,-0.12788023054599762,-0.13065239787101746,-0.85317063331604,-0.16540436446666718,-0.12851466238498688,-0.9719041585922241,-0.1971961408853531,0.006384249776601791,-0.4800668954849243,-0.07713756710290909,-0.0399802029132843,-0.5398885011672974,-0.1620209962129593,-0.06901544332504272,-0.37035635113716125,-0.16372856497764587,-0.048432301729917526,-0.3227044641971588,-0.15053978562355042,0.09443765133619308,-0.42085060477256775,-0.09851844608783722,0.05318407714366913,-0.46688348054885864,-0.17414259910583496,0.007825908251106739,-0.3214496374130249,-0.1349937468767166,0.023010224103927612,-0.2865080237388611,-0.09403898566961288,0.17551195621490479,-0.338617742061615,-0.12704217433929443,0.14568275213241577,-0.4037711024284363,-0.17117692530155182,0.0901833176612854,-0.31012433767318726,-0.14358314871788025,0.09057018905878067,-0.27171990275382996,-0.11471626907587051,one
0.0,0.0,0.0,-0.1024068295955658,-0.07645166665315628,-0.048263952136039734,-0.19752344489097595,-0.2645256519317627,-0.08081384003162384,-0.15835237503051758,-0.4069119393825531,-0.11506421118974686,-0.04601048678159714,-0.41192784905433655,-0.14676672220230103,-0.09868313372135162,-0.5031716823577881,-0.06609915941953659,-0.11971709132194519,-0.7245036959648132,-0.13092543184757233,-0.12968121469020844,-0.8496851921081543,-0.16902102530002594,-0.12507180869579315,-0.9714588522911072,-0.20155571401119232,0.0030366305727511644,-0.4827941656112671,-0.07791157811880112,-0.04067036882042885,-0.5366820096969604,-0.16258534789085388,-0.068198561668396,-0.3632732927799225,-0.16391399502754211,-0.04807078838348389,-0.32118117809295654,-0.15107446908950806,0.09169702976942062,-0.42630723118782043,-0.09849923104047775,0.051444169133901596,-0.4638672471046448,-0.17357861995697021,0.006260002497583628,-0.3136577606201172,-0.13285009562969208,0.021738307550549507,-0.28606417775154114,-0.09154117852449417,0.17281992733478546,-0.3464331328868866,-0.12641869485378265,0.1378878504037857,-0.3986895680427551,-0.16986915469169617,0.08660252392292023,-0.29927098751068115,-0.14118997752666473,0.09237922728061676,-0.2670396864414215,-0.11193682253360748,one
0.0,0.0,0.0,-0.10297652333974838,-0.07809923589229584,-0.04727019742131233,-0.1979396641254425,-0.26440006494522095,-0.0799325555562973,-0.1562802791595459,-0.3973330855369568,-0.11453095823526382,-0.04355258494615555,-0.40156853199005127,-0.14682155847549438,-0.09601954370737076,-0.508903443813324,-0.06579064577817917,-0.11541837453842163,-0.7274854183197021,-0.1290944665670395,-0.12475743889808655,-0.8516865372657776,-0.16651850938796997,-0.11981012672185898,-0.972625732421875,-0.19910956919193268,0.007762561552226543,-0.48819804191589355,-0.07778077572584152,-0.03921309858560562,-0.5292395949363708,-0.1611512005329132,-0.07000136375427246,-0.35902610421180725,-0.1631297618150711,-0.04972875863313675,-0.31910401582717896,-0.15165677666664124,0.09724995493888855,-0.42876461148262024,-0.0982290655374527,0.05374038591980934,-0.4529467523097992,-0.17225271463394165,0.005179107654839754,-0.3046386241912842,-0.13203047215938568,0.02050299383699894,-0.2796534597873688,-0.09177929162979126,0.17868994176387787,-0.3457757234573364,-0.12588611245155334,0.14356668293476105,-0.3927282691001892,-0.16887396574020386,0.08929244428873062,-0.29264572262763977,-0.1400051712989807,0.09388171136379242,-0.26055270433425903,-0.11083117872476578,one
0.0,0.0,0.0,-0.09956781566143036,-0.07871232181787491,-0.04812821373343468,-0.19211256504058838,-0.2603206932544708,-0.08079078048467636,-0.14800788462162018,-0.39178037643432617,-0.11520014703273773,-0.033151786774396896,-0.39153414964675903,-0.14786037802696228,-0.09364739805459976,-0.4991445541381836,-0.06732409447431564,-0.11124806851148605,-0.7245525121688843,-0.12591904401779175,-0.1166161373257637,-0.8530979752540588,-0.16292569041252136,-0.11149149388074875,-0.9742616415023804,-0.1959179937839508,0.008044390007853508,-0.4784001111984253,-0.07876811176538467,-0.030254507437348366,-0.5252174735069275,-0.16330797970294952,-0.06769993901252747,-0.36944887042045593,-0.17247174680233002,-0.062002141028642654,-0.3192042112350464,-0.16594494879245758,0.09644535928964615,-0.42062050104141235,-0.09744148701429367,0.06602388620376587,-0.45585352182388306,-0.17283867299556732,0.013049682602286339,-0.3185582756996155,-0.14206527173519135,0.014232234098017216,-0.2822597920894623,-0.10752258449792862,0.17764940857887268,-0.34092554450035095,-0.12277308851480484,0.15476159751415253,-0.39232146739959717,-0.1688162386417389,0.09893109649419785,-0.3018453121185303,-0.14565210044384003,0.09160461276769638,-0.2641504406929016,-0.11986073106527328,one
0.0,0.0,0.0,-0.10732665657997131,-0.07700081914663315,-0.047521837055683136,-0.2003176212310791,-0.26190054416656494,-0.07787373661994934,-0.15172694623470306,-0.3954561948776245,-0.11009284108877182,-0.03647183999419212,-0.39597752690315247,-0.1401350349187851,-0.10465418547391891,-0.5073457360267639,-0.0630253255367279,-0.12312448024749756,-0.7250228524208069,-0.12315808236598969,-0.13022927939891815,-0.8518505692481995,-0.16143296658992767,-0.12510792911052704,-0.9727135300636292,-0.195387601852417,-0.0025144764222204685,-0.4863293170928955,-0.07365241646766663,-0.03668483719229698,-0.529944121837616,-0.15427248179912567,-0.0739084780216217,-0.3625892102718353,-0.15869352221488953,-0.06663573533296585,-0.31279805302619934,-0.15010741353034973,0.08506646007299423,-0.42923465371131897,-0.09244612604379654,0.05930159613490105,-0.46391382813453674,-0.16504588723182678,0.0037378319539129734,-0.31659457087516785,-0.12862926721572876,0.006064070388674736,-0.278565913438797,-0.09149666875600815,0.16484159231185913,-0.3480507433414459,-0.11834467947483063,0.14522144198417664,-0.4014214873313904,-0.16341814398765564,0.08700984716415405,-0.30317825078964233,-0.1377764493227005,0.07964189350605011,-0.2627266049385071,-0.11072684824466705,one
0.0,0.0,0.0,-0.1076425313949585,-0.08014316111803055,-0.04837393760681152,-0.20015838742256165,-0.25662511587142944,-0.08023374527692795,-0.15178252756595612,-0.38599950075149536,-0.11377128213644028,-0.03818270191550255,-0.392896443605423,-0.1442575454711914,-0.10635018348693848,-0.4991230368614197,-0.06671545654535294,-0.12835277616977692,-0.7212703824043274,-0.13387098908424377,-0.13620270788669586,-0.848173975944519,-0.1762247532606125,-0.13187672197818756,-0.9685595035552979,-0.21095268428325653,-0.007785390131175518,-0.47274938225746155,-0.07776063680648804,-0.039265915751457214,-0.5259712934494019,-0.1626766324043274,-0.07547464966773987,-0.3561915457248688,-0.16725105047225952,-0.06774412095546722,-0.3117414712905884,-0.15761354565620422,0.07742519676685333,-0.41854327917099,-0.09756520390510559,0.056983523070812225,-0.4657909870147705,-0.17260891199111938,0.0025984395761042833,-0.3139049708843231,-0.1338067501783371,0.006008589174598455,-0.2793607711791992,-0.09407816082239151,0.15599292516708374,-0.34145307540893555,-0.1247965395450592,0.14061129093170166,-0.3949772119522095,-0.16894569993019104,0.08446252346038818,-0.29420995712280273,-0.140287384390831,0.07905078679323196,-0.2580905854701996,-0.11055862158536911,one
0.0,0.0,0.0,-0.10177213698625565,-0.07946379482746124,-0.051578339189291,-0.19161145389080048,-0.2557218074798584,-0.08494987338781357,-0.14129556715488434,-0.3856941759586334,-0.11941744387149811,-0.028676092624664307,-0.39874303340911865,-0.15036822855472565,-0.10030636191368103,-0.4895152151584625,-0.0705985426902771,-0.12292959541082382,-0.7192526459693909,-0.13842150568962097,-0.13093335926532745,-0.845171332359314,-0.18047800660133362,-0.12732183933258057,-0.9683804512023926,-0.2145421952009201,-0.003200669540092349,-0.4609449505805969,-0.08110532909631729,-0.02920457161962986,-0.5235956311225891,-0.17300163209438324,-0.06517911702394485,-0.3617742657661438,-0.1828710287809372,-0.06036004424095154,-0.315539687871933,-0.17482022941112518,0.08127918094396591,-0.4070183336734772,-0.10001888126134872,0.06568122655153275,-0.4594916105270386,-0.18100610375404358,0.014089968986809254,-0.31295180320739746,-0.1471959948539734,0.015568546019494534,-0.2790885269641876,-0.10868043452501297,0.16124001145362854,-0.333891361951828,-0.12610569596290588,0.15109127759933472,-0.39076727628707886,-0.17327360808849335,0.09800850600004196,-0.29448845982551575,-0.14696340262889862,0.08944545686244965,-0.25949811935424805,-0.1180085614323616,one
0.0,0.0,0.0,-0.09940186887979507,-0.08044660091400146,-0.04832301661372185,-0.18315766751766205,-0.2539263069629669,-0.08136152476072311,-0.12850552797317505,-0.3809185028076172,-0.11629380285739899,-0.020365549251437187,-0.39569327235221863,-0.14750587940216064,-0.0973082110285759,-0.49123749136924744,-0.07000023871660233,-0.1184077262878418,-0.722875714302063,-0.13634514808654785,-0.12458540499210358,-0.8478648662567139,-0.1764983832836151,-0.12073281407356262,-0.9704237580299377,-0.20904852449893951,-0.0018812119960784912,-0.45554062724113464,-0.08184995502233505,-0.023608224466443062,-0.520108699798584,-0.17429852485656738,-0.05837182328104973,-0.3602694272994995,-0.18420076370239258,-0.05360670015215874,-0.31642475724220276,-0.17599758505821228,0.082494355738163,-0.39642077684402466,-0.10134003311395645,0.07106760144233704,-0.4547547996044159,-0.1831953227519989,0.01910664513707161,-0.30931633710861206,-0.14908435940742493,0.01968165673315525,-0.2744005024433136,-0.10987380146980286,0.16285736858844757,-0.32047438621520996,-0.12740464508533478,0.15785348415374756,-0.38897815346717834,-0.1755240112543106,0.10272813588380814,-0.29449933767318726,-0.14861327409744263,0.09106642007827759,-0.256870299577713,-0.11875581741333008,one
0.0,0.0,0.0,-0.09977070987224579,-0.08111143857240677,-0.04623449221253395,-0.17817027866840363,-0.2610107958316803,-0.07624263316392899,-0.11682408303022385,-0.38983142375946045,-0.1084340363740921,-0.008063157089054585,-0.4049443006515503,-0.13697895407676697,-0.09596871584653854,-0.498202383518219,-0.06299912184476852,-0.11420298367738724,-0.7247482538223267,-0.1288076788187027,-0.11951450258493423,-0.8487038016319275,-0.17087766528129578,-0.11564992368221283,-0.9717815518379211,-0.2055860310792923,-0.0006118898745626211,-0.46136581897735596,-0.07552547007799149,-0.015213342383503914,-0.5265275835990906,-0.16807954013347626,-0.050862282514572144,-0.36221447587013245,-0.18059027194976807,-0.04959000647068024,-0.3179262578487396,-0.17419220507144928,0.08304160833358765,-0.4015624523162842,-0.09564942121505737,0.07606783509254456,-0.460016131401062,-0.17720749974250793,0.021999236196279526,-0.31126368045806885,-0.14439065754413605,0.01967048831284046,-0.27767592668533325,-0.10621348768472672,0.16156622767448425,-0.32477885484695435,-0.1221759244799614,0.15851587057113647,-0.39050889015197754,-0.17060095071792603,0.10283564776182175,-0.2939767837524414,-0.14467278122901917,0.09004443138837814,-0.25783464312553406,-0.11561331152915955,one
0.0,0.0,0.0,-0.10052231699228287,-0.08215025812387466,-0.04954338073730469,-0.17361882328987122,-0.2543174922466278,-0.07964985072612762,-0.10704339295625687,-0.3787113130092621,-0.11054909974336624,-0.0011841473169624805,-0.4100729525089264,-0.13652150332927704,-0.09666551649570465,-0.49430614709854126,-0.06602439284324646,-0.11453113704919815,-0.7261354923248291,-0.13505245745182037,-0.11904149502515793,-0.847810685634613,-0.17819537222385406,-0.11305589973926544,-0.9707565903663635,-0.21177811920642853,-0.002801989670842886,-0.45312178134918213,-0.07646367698907852,-0.007986546494066715,-0.5243396759033203,-0.17013894021511078,-0.04384012147784233,-0.3559074103832245,-0.1818479597568512,-0.045036789029836655,-0.3081313371658325,-0.17424970865249634,0.0790037140250206,-0.39445868134498596,-0.09526412934064865,0.08210968971252441,-0.45838385820388794,-0.17836494743824005,0.02528250962495804,-0.30364227294921875,-0.14454935491085052,0.01892256923019886,-0.26832306385040283,-0.10504478961229324,0.15500172972679138,-0.3187789022922516,-0.12065302580595016,0.16284003853797913,-0.391561895608902,-0.16863201558589935,0.10618238896131516,-0.2895216643810272,-0.1402706652879715,0.09017273783683777,-0.24919867515563965,-0.10906331241130829,one
